,name2,cluster_labels
1658,2018 Tour de France Stage 18,6
1659,2018 Tour de France Stage 19,6
1660,2018 Tour de France Stage 2,5
1661,2018 Tour de France Stage 20,0
1662,2018 Tour de France Stage 21,3
1663,2018 Tour de France Stage 3,0
1664,2018 Tour de France Stage 4,6
1665,2018 Tour de France Stage 5,5
1666,2018 Tour de France Stage 6,5
1667,2018 Tour de France Stage 7,5
1668,2018 Tour de France Stage 8,6
1669,2018 Tour de France Stage 9,1
1670,2018 Tour de Hokkaido Stage 1,5
1671,2018 Tour de Hokkaido Stage 2,5
1672,2018 Tour de Hokkaido Stage 3,5
1673,2018 Tour de Hongrie Prologue,0
1674,2018 Tour de Hongrie Stage 1,6
1675,2018 Tour de Hongrie Stage 2,6
1676,2018 Tour de Hongrie Stage 3,6
1677,2018 Tour de Hongrie Stage 4,3
1678,2018 Tour de Hongrie Stage 5,3
1679,2018 Tour de Indonesia Stage 1,0
1680,2018 Tour de Indonesia Stage 2,3
1681,2018 Tour de Indonesia Stage 3,5
1682,2018 Tour de Indonesia Stage 4,5
1683,2018 Tour de Kumano Prologue,0
1684,2018 Tour de Kumano Stage 1,5
1685,2018 Tour de Kumano Stage 2,5
1686,2018 Tour de Kumano Stage 3,5
1687,2018 Tour de l'Abitibi - Coupe des Nations Junior Stage 1,3
1688,2018 Tour de l'Abitibi - Coupe des Nations Junior Stage 2,3
1689,2018 Tour de l'Abitibi - Coupe des Nations Junior Stage 3-1,0
1690,2018 Tour de l'Abitibi - Coupe des Nations Junior Stage 3-2,0
1691,2018 Tour de l'Abitibi - Coupe des Nations Junior Stage 4,2
1692,2018 Tour de l'Abitibi - Coupe des Nations Junior Stage 5,1
1693,2018 Tour de l'Abitibi - Coupe des Nations Junior Stage 6,1
1694,2018 Tour de l'Ain Stage 1,3
1695,2018 Tour de l'Ain Stage 2,5
1696,2018 Tour de l'Ain Stage 3,5
1697,2018 Tour de l'Avenir Stage 1,5
1698,2018 Tour de l'Avenir Stage 10,5
1699,2018 Tour de l'Avenir Stage 2,3
1700,2018 Tour de l'Avenir Stage 3,5
1701,2018 Tour de l'Avenir Stage 4,0
1702,2018 Tour de l'Avenir Stage 5,3
1703,2018 Tour de l'Avenir Stage 6,5
1704,2018 Tour de l'Avenir Stage 7,0
1705,2018 Tour de l'Avenir Stage 8,2
1706,2018 Tour de l'Avenir Stage 9,4
1707,2018 Tour de l'Espoir Stage 1,2
1708,2018 Tour de l'Espoir Stage 2,3
1709,2018 Tour de l'Espoir Stage 3,5
1710,2018 Tour de l'Espoir Stage 4,2
1711,2018 Tour de l'Eurometropole,5
1712,2018 Tour de Limousin Stage 1,5
1713,2018 Tour de Limousin Stage 2,5
1714,2018 Tour de Limousin Stage 3,5
1715,2018 Tour de Limousin Stage 4,5
1716,2018 Tour de Limpopo Stage 1,2
1717,2018 Tour de Limpopo Stage 2,5
1718,2018 Tour de Limpopo Stage 3,0
1719,2018 Tour de Limpopo Stage 4,4
1720,2018 Tour De Lombok Mandalika Stage 1,2
1721,2018 Tour De Lombok Mandalika Stage 2,4
1722,2018 Tour De Lombok Mandalika Stage 3,3
1723,2018 Tour de Luxembourg Prologue,0
1724,2018 Tour de Luxembourg Stage 1,5
1725,2018 Tour de Luxembourg Stage 2,2
1726,2018 Tour de Luxembourg Stage 3,5
1727,2018 Tour de Luxembourg Stage 4,6
1728,2018 Tour de Normandie Stage 1,3
1729,2018 Tour de Normandie Stage 2,6
1730,2018 Tour de Normandie Stage 3,5
1731,2018 Tour de Normandie Stage 4,5
1732,2018 Tour de Normandie Stage 5,5
1733,2018 Tour de Normandie Stage 6,3
1734,2018 Tour de Normandie Stage 7,5
1735,2018 Tour de Okinawa,6
1736,2018 Tour de Pologne Stage 1,5
1737,2018 Tour de Pologne Stage 2,3
1738,2018 Tour de Pologne Stage 3,3
1739,2018 Tour de Pologne Stage 4,6
1740,2018 Tour de Pologne Stage 5,5
1741,2018 Tour de Pologne Stage 6,5
1742,2018 Tour de Pologne Stage 7,6
1743,2018 Tour de Romandie Prologue,0
1744,2018 Tour de Romandie Stage 1,5
1745,2018 Tour de Romandie Stage 2,6
1746,2018 Tour de Romandie Stage 3,2
1747,2018 Tour de Romandie Stage 4,6
1748,2018 Tour de Romandie Stage 5,5
1749,2018 Tour de Serbie Stage 1,5
1750,2018 Tour de Serbie Stage 2,5
1751,2018 Tour de Serbie Stage 3,3
1752,2018 Tour de Siak Stage 1,3
1753,2018 Tour de Siak Stage 2,0
1754,2018 Tour de Siak Stage 3,3
1755,2018 Tour de Siak Stage 4,0
1756,2018 Tour de Singkarak Stage 1,5
1757,2018 Tour de Singkarak Stage 2,5
1758,2018 Tour de Singkarak Stage 3,5
1759,2018 Tour de Singkarak Stage 4,4
1760,2018 Tour de Singkarak Stage 5,6
1761,2018 Tour de Singkarak Stage 6,5
1762,2018 Tour de Singkarak Stage 7,5
1763,2018 Tour de Singkarak Stage 8,3
1764,2018 Tour de Suisse Stage 1,0
1765,2018 Tour de Suisse Stage 2,6
1766,2018 Tour de Suisse Stage 3,6
1767,2018 Tour de Suisse Stage 4,6
1768,2018 Tour de Suisse Stage 5,6
1769,2018 Tour de Suisse Stage 6,5
1770,2018 Tour de Suisse Stage 7,4
1771,2018 Tour de Suisse Stage 8,3
1772,2018 Tour de Suisse Stage 9,0
1773,2018 Tour de Taiwan Stage 1,2
1774,2018 Tour de Taiwan Stage 2,3
1775,2018 Tour de Taiwan Stage 3,5
1776,2018 Tour de Taiwan Stage 4,4
1777,2018 Tour de Taiwan Stage 5,3
1778,2018 Tour de Tochigi Stage 1,0
1779,2018 Tour de Tochigi Stage 2,0
1780,2018 Tour de Tochigi Stage 3,5
1781,2018 Tour de Vendee,5
1782,2018 Tour de Yorkshire Stage 1,3
1783,2018 Tour de Yorkshire Stage 2,5
1784,2018 Tour de Yorkshire Stage 3,5
1785,2018 Tour de Yorkshire Stage 4,6
1786,2018 Tour de Yorkshire Women's Race Stage 1,3
1787,2018 Tour de Yorkshire Women's Race Stage 2,5
1788,2018 Tour Des Fjords Stage 1,6
1789,2018 Tour Des Fjords Stage 2,5
1790,2018 Tour Des Fjords Stage 3,6
1791,2018 Tour du Doubs,6
1792,2018 Tour du Faso Stage 1,3
1793,2018 Tour du Faso Stage 10,3
1794,2018 Tour du Faso Stage 2,3
1795,2018 Tour du Faso Stage 3,2
1796,2018 Tour du Faso Stage 4,3
1797,2018 Tour du Faso Stage 5,0
1798,2018 Tour du Faso Stage 6,0
1799,2018 Tour du Faso Stage 7,3
1800,2018 Tour du Faso Stage 8,3
1801,2018 Tour du Faso Stage 9,2
1802,2018 Tour du Finistere,5
1803,2018 Tour du Gevaudan Occitanie,5
1804,2018 Tour du Jura Cycliste Stage 1,5
1805,2018 Tour du Jura Cycliste Stage 2,5
1806,2018 Tour du Loir et Cher E Provost Stage 1,3
1807,2018 Tour du Loir et Cher E Provost Stage 2,3
1808,2018 Tour du Loir et Cher E Provost Stage 3,5
1809,2018 Tour du Loir et Cher E Provost Stage 4,3
1810,2018 Tour du Loir et Cher E Provost Stage 5,2
1811,2018 Tour du Maroc Stage 1,3
1812,2018 Tour du Maroc Stage 10,3
1813,2018 Tour du Maroc Stage 2,4
1814,2018 Tour du Maroc Stage 3,3
1815,2018 Tour du Maroc Stage 4,4
1816,2018 Tour du Maroc Stage 5,5
1817,2018 Tour du Maroc Stage 6,3
1818,2018 Tour du Maroc Stage 7,3
1819,2018 Tour du Maroc Stage 8,5
1820,2018 Tour du Maroc Stage 9,3
1821,2018 Tour du Pays de Vaud Stage 1,0
1822,2018 Tour du Pays de Vaud Stage 2,5
1823,2018 Tour du Pays de Vaud Stage 3-1,2
1824,2018 Tour du Pays de Vaud Stage 3-2,0
1825,2018 Tour du Pays de Vaud Stage 4,6
1826,2018 Tour du Rwanda Stage 1,4
1827,2018 Tour du Rwanda Stage 2,4
1828,2018 Tour du Rwanda Stage 3,4
1829,2018 Tour du Rwanda Stage 4,4
1830,2018 Tour du Rwanda Stage 5,4
1831,2018 Tour du Rwanda Stage 6,4
1832,2018 Tour du Rwanda Stage 7,6
1833,2018 Tour du Rwanda Stage 8,2
1834,2018 Tour du Senegal Stage 1,3
1835,2018 Tour du Senegal Stage 2,3
1836,2018 Tour du Senegal Stage 3,3
1837,2018 Tour du Senegal Stage 4,3
1838,2018 Tour du Senegal Stage 5,3
1839,2018 Tour du Senegal Stage 6,3
1840,2018 Tour du Senegal Stage 7,3
1841,2018 Tour du Senegal Stage 8,3
1842,2018 Tour International de la Ville d'Oran Stage 1,3
1843,2018 Tour International de la Ville d'Oran Stage 2,3
1844,2018 Tour International de la Ville d'Oran Stage 3,5
1845,2018 Tour International de la Ville d'Oran Stage 4,3
1846,2018 Tour International des Zibanes Stage 1,3
1847,2018 Tour International des Zibanes Stage 2,3
1848,2018 Tour International des Zibanes Stage 3,3
1849,2018 Tour International des Zibanes Stage 4,3
1850,2018 Tour of Albania Stage 1,4
1851,2018 Tour of Albania Stage 2,6
1852,2018 Tour of Albania Stage 3,6
1853,2018 Tour of Albania Stage 4,6
1854,2018 Tour of Albania Stage 5,5
1855,2018 Tour of Almaty Stage 1,5
1856,2018 Tour of Almaty Stage 2,4
1857,2018 Tour of Antalya Stage 1,6
1858,2018 Tour of Antalya Stage 2,6
1859,2018 Tour of Antalya Stage 3,0
1860,2018 Tour of Antalya Stage 4,3
1861,2018 Tour of Bihor-Bellotto Stage 1,5
1862,2018 Tour of Bihor-Bellotto Stage 2-1,2
1863,2018 Tour of Bihor-Bellotto Stage 2-2,0
1864,2018 Tour of Bihor-Bellotto Stage 3,3
1865,2018 Tour of Black Sea Stage 1,2
1866,2018 Tour of Black Sea Stage 2,5
1867,2018 Tour of Black Sea Stage 3,5
1868,2018 Tour of Cappadocia Stage 1,5
1869,2018 Tour of Cappadocia Stage 2,4
1870,2018 Tour of Cappadocia Stage 3,3
1871,2018 Tour of Cartier - East Mediterranean Cycling Project Stage 1,0
1872,2018 Tour of Cartier - East Mediterranean Cycling Project Stage 2,5
1873,2018 Tour of Cartier - East Mediterranean Cycling Project Stage 3,6
1874,2018 Tour of Cartier - East Mediterranean Cycling Project Stage 4,3
1875,2018 Tour of China I Rest day,6
1876,2018 Tour of China I Stage 1,2
1877,2018 Tour of China I Stage 2,8
1878,2018 Tour of China I Stage 3,5
1879,2018 Tour of China I Stage 4,2
1880,2018 Tour of China I Stage 5,3
1881,2018 Tour of China I Stage 6,0
1882,2018 Tour of China I Stage 7,8
1883,2018 Tour of China II Prologue,0
1884,2018 Tour of China II Stage 1,8
1885,2018 Tour of China II Stage 2,3
1886,2018 Tour of China II Stage 3,8
1887,2018 Tour of China II Stage 4,0
1888,2018 Tour of China II Stage 5,8
1889,2018 Tour of Chongming Island Stage 1,8
1890,2018 Tour of Chongming Island Stage 2,8
1891,2018 Tour of Chongming Island Stage 3,8
1892,2018 Tour of Croatia Stage 1,5
1893,2018 Tour of Croatia Stage 2,6
1894,2018 Tour of Croatia Stage 3,4
1895,2018 Tour of Croatia Stage 4,6
1896,2018 Tour of Croatia Stage 5,6
1897,2018 Tour of Croatia Stage 6,3
1898,2018 Tour of Eftalia Hotels & Velo Alanya Stage 1,0
1899,2018 Tour of Eftalia Hotels & Velo Alanya Stage 2,5
1900,2018 Tour of Eftalia Hotels & Velo Alanya Stage 3,3
1901,2018 Tour of Estonia Stage 1,3
1902,2018 Tour of Estonia Stage 2,6
1903,2018 Tour of Fuzhou Stage 1,8
1904,2018 Tour of Fuzhou Stage 2,6
1905,2018 Tour of Fuzhou Stage 3,8
1906,2018 Tour of Fuzhou Stage 5,6
1907,2018 Tour of Guangxi Stage 1,8
1908,2018 Tour of Guangxi Stage 2,8
1909,2018 Tour of Guangxi Stage 3,6
1910,2018 Tour of Guangxi Stage 4,8
1911,2018 Tour of Guangxi Stage 5,8
1912,2018 Tour of Guangxi Stage 6,6
1913,2018 Tour of Guangxi Women's WorldTour,6
1914,2018 Tour of Hainan Stage 1,8
1915,2018 Tour of Hainan Stage 2,8
1916,2018 Tour of Hainan Stage 3,6
1917,2018 Tour of Hainan Stage 4,6
1918,2018 Tour of Hainan Stage 5,6
1919,2018 Tour of Hainan Stage 6,6
1920,2018 Tour of Hainan Stage 7,8
1921,2018 Tour of Hainan Stage 8,8
1922,2018 Tour of Hainan Stage 9,8
1923,2018 Tour of Iran (Azarbaijan) Stage 1,8
1924,2018 Tour of Iran (Azarbaijan) Stage 2,5
1925,2018 Tour of Iran (Azarbaijan) Stage 3,4
1926,2018 Tour of Iran (Azarbaijan) Stage 4,4
1927,2018 Tour of Iran (Azarbaijan) Stage 5,4
1928,2018 Tour of Iran (Azarbaijan) Stage 6,2
1929,2018 Tour of Japan Stage 1,0
1930,2018 Tour of Japan Stage 2,5
1931,2018 Tour of Japan Stage 3,5
1932,2018 Tour of Japan Stage 4,5
1933,2018 Tour of Japan Stage 5,5
1934,2018 Tour of Japan Stage 6,4
1935,2018 Tour of Japan Stage 7,1
1936,2018 Tour of Japan Stage 8,3
1937,2018 Tour of Malopolska Stage 1,6
1938,2018 Tour of Malopolska Stage 2,5
1939,2018 Tour of Malopolska Stage 3,5
1940,2018 Tour of Mediterranean Stage 1,5
1941,2018 Tour of Mediterranean Stage 2,3
1942,2018 Tour of Mediterranean Stage 3,3
1943,2018 Tour of Mersin Stage 1,5
1944,2018 Tour of Mersin Stage 2,5
1945,2018 Tour of Mersin Stage 3,5
1946,2018 Tour of Mersin Stage 4,5
1947,2018 Tour of Mesopotamia Stage 1,3
1948,2018 Tour of Mesopotamia Stage 2,3
1949,2018 Tour of Mesopotamia Stage 3,5
1950,2018 Tour of Mesopotamia Stage 4,5
1951,2018 Tour of Norway Stage 1,5
1952,2018 Tour of Norway Stage 2,6
1953,2018 Tour of Norway Stage 3,5
1954,2018 Tour of Norway Stage 4,6
1955,2018 Tour of Norway Stage 5,5
1956,2018 Tour of Oman Stage 1,3
1957,2018 Tour of Oman Stage 2,5
1958,2018 Tour of Oman Stage 3,5
1959,2018 Tour of Oman Stage 4,5
1960,2018 Tour of Oman Stage 5,6
1961,2018 Tour of Oman Stage 6,5
1962,2018 Tour of Qinghai Lake Rest day,6
1963,2018 Tour of Qinghai Lake Stage 1,4
1964,2018 Tour of Qinghai Lake Stage 10,8
1965,2018 Tour of Qinghai Lake Stage 11,8
1966,2018 Tour of Qinghai Lake Stage 12,8
1967,2018 Tour of Qinghai Lake Stage 13,3
1968,2018 Tour of Qinghai Lake Stage 2,4
1969,2018 Tour of Qinghai Lake Stage 3,4
1970,2018 Tour of Qinghai Lake Stage 4,8
1971,2018 Tour of Qinghai Lake Stage 5,8
1972,2018 Tour of Qinghai Lake Stage 6,4
1973,2018 Tour of Qinghai Lake Stage 7,8
1974,2018 Tour of Qinghai Lake Stage 8,6
1975,2018 Tour of Qinghai Lake Stage 9,8
1976,2018 Tour of Quanzhou Bay Stage 1,2
1977,2018 Tour of Quanzhou Bay Stage 2,6
1978,2018 Tour of Quanzhou Bay Stage 3,8
1979,2018 Tour of Slovaquie Prologue,0
1980,2018 Tour of Slovaquie Stage 1,4
1981,2018 Tour of Slovaquie Stage 2,5
1982,2018 Tour of Slovaquie Stage 3,6
1983,2018 Tour of Slovaquie Stage 4,3
1984,2018 Tour of Slovenia Stage 1,3
1985,2018 Tour of Slovenia Stage 2,6
1986,2018 Tour of Slovenia Stage 3,6
1987,2018 Tour of Slovenia Stage 4,6
1988,2018 Tour of Slovenia Stage 5,0
1989,2018 Tour of Taihu Lake Prologue,0
1990,2018 Tour of Taihu Lake Stage 1,2
1991,2018 Tour of Taihu Lake Stage 2,3
1992,2018 Tour of Taihu Lake Stage 3,2
1993,2018 Tour of Taihu Lake Stage 4,2
1994,2018 Tour of Taihu Lake Stage 5,3
1995,2018 Tour of Taihu Lake Stage 6,1
1996,2018 Tour of Taihu Lake Stage 7,3
1997,2018 Tour of Thailand Stage 1-1,0
1998,2018 Tour of Thailand Stage 1-2,0
1999,2018 Tour of Thailand Stage 1,3
2000,2018 Tour of Thailand Stage 2,3
2001,2018 Tour of Thailand Stage 3,5
2002,2018 Tour of Thailand Stage 4,3
2003,2018 Tour of Thailand Stage 5,3
2004,2018 Tour of Thailand Stage 6,3
2005,2018 Tour of The Alps Stage 1,4
2006,2018 Tour of The Alps Stage 2,6
2007,2018 Tour of The Alps Stage 3,6
2008,2018 Tour of The Alps Stage 4,5
2009,2018 Tour of The Alps Stage 5,5
2010,2018 Tour of the Gila Stage 1,4
2011,2018 Tour of the Gila Stage 2,4
2012,2018 Tour of the Gila Stage 3,0
2013,2018 Tour of the Gila Stage 4,2
2014,2018 Tour of the Gila Stage 5,4
2015,2018 Tour of Uppsala Stage 1-1,0
2016,2018 Tour of Uppsala Stage 1-2,2
2017,2018 Tour of Uppsala Stage 2,3
2018,2018 Tour of Xingtai Stage 1,8
2019,2018 Tour of Xingtai Stage 2,5
2020,2018 Tour of Xingtai Stage 3,8
2021,2018 Tour of Zhoushan Island Stage 1,8
2022,2018 Tour of Zhoushan Island Stage 2,8
2023,2018 Tour of Zhoushan Island Stage 3,8
2024,2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 1,5
2025,2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 2,5
2026,2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 3-1,2
2027,2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 3-2,0
2028,2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 4,5
2029,2018 Tre Valli Varesine,5
2030,2018 Tro-Bro Leon,6
2031,2018 Trofee Maarten Wynants,1
2032,2018 Trofej Porec - Porec Trophy,5
2033,2018 Trofej Umag - Umag Trophy,5
2034,2018 Trofeo Alfredo Binda - Comune di Cittiglio,5
2035,2018 Trofeo Citta di Brescia,6
2036,2018 Trofeo Citta di Loano,6
2037,2018 Trofeo Comune di Vertova - Memorial Pietro Merelli,2
2038,2018 Trofeo Da Moreno - Piccolo Trofeo Alfredo Binda,2
2039,2018 Trofeo Edil C,5
2040,2018 Trofeo Emilio Paganessi,5
2041,2018 Trofeo Laigueglia,5
2042,2018 Trofeo Lloseta-Andratx,5
2043,2018 Trofeo Matteotti,5
2044,2018 Trofeo Playa de Palma,6
2045,2018 Trofeo Porreres-Felanitx-Ses Salines-Campos,5
2046,2018 Trofeo Serra de Tramuntana,5
2047,2018 Trophee Centre Morbihan Stage 1,5
2048,2018 Trophee Centre Morbihan Stage 2-1,0
2049,2018 Trophee Centre Morbihan Stage 2-2,5
2050,2018 Turkish Road National Championships - ITT,0
2051,2018 Turkish Road National Championships,2
2052,2018 Turul Romaniei Stage 1,5
2053,2018 Turul Romaniei Stage 2,5
2054,2018 Turul Romaniei Stage 3,5
2055,2018 Turul Romaniei Stage 4,3
2056,2018 Turul Romaniei Stage 5,2
2057,2018 UAE Road Cycling Championships,2
2058,2018 UCI Road World Championships - ITT,0
2059,2018 UCI Road World Championships - TTT,2
2060,2018 UCI Road World Championships,6
2061,2018 UEC European Championships - ITT,0
2062,2018 UEC European Championships,2
2063,2018 USA Road National Championships - ITT,0
2064,2018 USA Road National Championships,1
2065,2018 V4 Special Series Debrecen - Ibrany,6
2066,2018 Veenendaal-Veenendaal Classic,6
2067,2018 Visegrad 4 Bicycle Race - GP Czech Republic,7
2068,2018 Visegrad 4 Bicycle Race Grand Prix Poland,5
2069,2018 Visegrad 4 Bicycle Race- GP Slovakia,5
2070,2018 Visegrad 4 Kerekparverseny,6
2071,2018 Volta a la Comunitat Valenciana Stage 1,5
2072,2018 Volta a la Comunitat Valenciana Stage 2,5
2073,2018 Volta a la Comunitat Valenciana Stage 3,0
2074,2018 Volta a la Comunitat Valenciana Stage 4,5
2075,2018 Volta a la Comunitat Valenciana Stage 5,6
2076,2018 Volta a Portugal em Bicicleta Santander Totta Prologue,0
2077,2018 Volta a Portugal em Bicicleta Santander Totta Stage 1,5
2078,2018 Volta a Portugal em Bicicleta Santander Totta Stage 10,0
2079,2018 Volta a Portugal em Bicicleta Santander Totta Stage 2,5
2080,2018 Volta a Portugal em Bicicleta Santander Totta Stage 3,5
2081,2018 Volta a Portugal em Bicicleta Santander Totta Stage 4,4
2082,2018 Volta a Portugal em Bicicleta Santander Totta Stage 5,5
2083,2018 Volta a Portugal em Bicicleta Santander Totta Stage 6,5
2084,2018 Volta a Portugal em Bicicleta Santander Totta Stage 7,6
2085,2018 Volta a Portugal em Bicicleta Santander Totta Stage 8,5
2086,2018 Volta a Portugal em Bicicleta Santander Totta Stage 9,5
2087,2018 Volta ao Alentejo Stage 1,5
2088,2018 Volta ao Alentejo Stage 2,5
2089,2018 Volta ao Alentejo Stage 3,5
2090,2018 Volta ao Alentejo Stage 4-1,2
2091,2018 Volta ao Alentejo Stage 4-2,2
2092,2018 Volta ao Alentejo Stage 5,5
2093,2018 Volta ao Algarve em Bicicleta Stage 1,5
2094,2018 Volta ao Algarve em Bicicleta Stage 2,6
2095,2018 Volta ao Algarve em Bicicleta Stage 3,0
2096,2018 Volta ao Algarve em Bicicleta Stage 4,5
2097,2018 Volta ao Algarve em Bicicleta Stage 5,5
2098,2018 Volta Ciclista a Catalunya Stage 1,6
2099,2018 Volta Ciclista a Catalunya Stage 2,6
2100,2018 Volta Ciclista a Catalunya Stage 3,6
2101,2018 Volta Ciclista a Catalunya Stage 4,4
2102,2018 Volta Ciclista a Catalunya Stage 5,5
2103,2018 Volta Ciclista a Catalunya Stage 6,5
2104,2018 Volta Ciclista a Catalunya Stage 7,6
2105,2018 Volta Limburg Classic,6
2106,2018 VOO-Tour de Wallonie Stage 1,1
2107,2018 VOO-Tour de Wallonie Stage 2,6
2108,2018 VOO-Tour de Wallonie Stage 3,5
2109,2018 VOO-Tour de Wallonie Stage 4,6
2110,2018 VOO-Tour de Wallonie Stage 5,5
2111,2018 VR Women ITT,0
2112,2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 1,6
2113,2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 2,5
2114,2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 3,5
2115,2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 4,5
2116,2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 5,0
2117,2018 Vuelta a Burgos Stage 1,6
2118,2018 Vuelta a Burgos Stage 2,5
2119,2018 Vuelta a Burgos Stage 3,4
2120,2018 Vuelta a Burgos Stage 4,5
2121,2018 Vuelta a Burgos Stage 5,4
2122,2018 Vuelta a Castilla y Leon Stage 1,6
2123,2018 Vuelta a Castilla y Leon Stage 2,5
2124,2018 Vuelta a Castilla y Leon Stage 3,5
2125,2018 Vuelta a Colombia Femenina Stage 1,4
2126,2018 Vuelta a Colombia Femenina Stage 2,2
2127,2018 Vuelta a Colombia Femenina Stage 3,4
2128,2018 Vuelta a Colombia Femenina Stage 4,2
2129,2018 Vuelta a Colombia Femenina Stage 5,2
2130,2018 Vuelta a Espana Stage 1,2
2131,2018 Vuelta a Espana Stage 10,6
2132,2018 Vuelta a Espana Stage 11,5
2133,2018 Vuelta a Espana Stage 12,6
2134,2018 Vuelta a Espana Stage 13,4
2135,2018 Vuelta a Espana Stage 14,5
2136,2018 Vuelta a Espana Stage 15,4
